ts,page_name,page_id,mode,pillar,message_len,fb_post_id,success,error_code,error_message,prompt_version
2026-03-08T04:04:14.896232,Contee's Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,398,,0,200,"(#200) The permission(s) publish_actions are not available. It has been deprecated. If you want to provide a way for your app users to share content to Facebook, we encourage you to use our Sharing products instead.",v3.1-short
2026-03-08T04:00:14.639485,Contee's Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,428,,0,200,"(#200) The permission(s) publish_actions are not available. It has been deprecated. If you want to provide a way for your app users to share content to Facebook, we encourage you to use our Sharing products instead.",v3.1-short
2026-03-08T03:58:19.096101,Contee's Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,372,,0,200,"(#200) The permission(s) publish_actions are not available. It has been deprecated. If you want to provide a way for your app users to share content to Facebook, we encourage you to use our Sharing products instead.",v3.1-short
2026-03-08T03:45:14.555769,Contee's Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,300,,0,200,"(#200) The permission(s) publish_actions are not available. It has been deprecated. If you want to provide a way for your app users to share content to Facebook, we encourage you to use our Sharing products instead.",v3.1-short
2026-03-08T03:43:43.896657,Keen Visions Trading,941966405661933,discipline,why the most confident traders blow up first,225,122122291221161154,1,,,v3.1-short
2026-03-08T03:43:09.475113,Contee's Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,288,,0,200,"(#200) The permission(s) publish_actions are not available. It has been deprecated. If you want to provide a way for your app users to share content to Facebook, we encourage you to use our Sharing products instead.",v3.1-short
2026-03-08T03:37:16.127596,Contee's Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,337,,0,200,"(#200) The permission(s) publish_actions are not available. It has been deprecated. If you want to provide a way for your app users to share content to Facebook, we encourage you to use our Sharing products instead.",v3.1-short
2026-03-08T03:32:01.563123,Contee's Lawn Care,684298664768779,lawn,how foot traffic creates dead zones over time,331,,0,100,(#100) 0 does not resolve to a valid user ID,v3.1-short
2026-03-08T03:28:04.706546,Contee's Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,208,,0,100,(#100) 0 does not resolve to a valid user ID,v3.1-short
2026-03-08T03:27:27.578507,TradeCodeTech,607790205752662,discipline,systems built after repeated mistakes,274,607790205752662_122173759994826189,1,,,v3.1-short
2026-03-08T03:19:50.254917,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,300,,0,200,"(#200) If posting to a group, requires app being installed in the group, and \
          either publish_to_groups permission with user token, or both pages_read_engagement \
          and pages_manage_posts permission with page token; If posting to a page, \
          requires both pages_read_engagement and pages_manage_posts as an admin with \
          sufficient administrative permission",v3.1-short
2026-03-08T03:17:29.330190,Keen Visions Trading,941966405661933,discipline,restraint in calm environments,255,941966405661933_122122288419161154,1,,,v3.1-short
2026-03-08T03:17:15.724901,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,210,941966405661933_122122288395161154,1,,,v3.1-short
2026-03-08T03:15:56.771630,Contee's Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,327,,0,100,(#100) 0 does not resolve to a valid user ID,v3.1-short
2026-03-08T03:15:42.409252,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,267,,0,200,"(#200) If posting to a group, requires app being installed in the group, and \
          either publish_to_groups permission with user token, or both pages_read_engagement \
          and pages_manage_posts permission with page token; If posting to a page, \
          requires both pages_read_engagement and pages_manage_posts as an admin with \
          sufficient administrative permission",v3.1-short
2026-03-08T03:15:41.008598,Keen Visions Trading,941966405661933,discipline,why your best month is your most dangerous month,331,941966405661933_122122288305161154,1,,,v3.1-short
2026-03-08T03:15:33.344179,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,210,,0,200,"(#200) If posting to a group, requires app being installed in the group, and \
          either publish_to_groups permission with user token, or both pages_read_engagement \
          and pages_manage_posts permission with page token; If posting to a page, \
          requires both pages_read_engagement and pages_manage_posts as an admin with \
          sufficient administrative permission",v3.1-short
2026-03-08T03:11:49.020902,TradeCodeTech,607790205752662,discipline,structure removing emotional override,1632,,0,200,"(#200) If posting to a group, requires app being installed in the group, and \
          either publish_to_groups permission with user token, or both pages_read_engagement \
          and pages_manage_posts permission with page token; If posting to a page, \
          requires both pages_read_engagement and pages_manage_posts as an admin with \
          sufficient administrative permission",v3.0-viral
2026-03-08T03:11:08.959493,Keen Visions Trading,941966405661933,discipline,restraint in calm environments,215,941966405661933_122122287873161154,1,,,v3.0-viral
2026-03-08T03:09:53.601998,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,1123,941966405661933_122122287501161154,1,,,v3.0-viral
2026-02-22T01:30:33.232066,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,397,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 21-Feb-26 17:30:33 PST.",v1.3-operator
2026-02-22T01:30:21.841011,TradeCodeTech,607790205752662,discipline,structure removing emotional override,1171,607790205752662_122172445064826189,1,,,v1.3-operator
2026-02-22T01:30:15.590736,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1365,941966405661933_122120223885161154,1,,,v1.3-operator
2026-02-21T15:44:21.993245,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,263,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 21-Feb-26 07:44:22 PST.",v1.3-operator
2026-02-21T15:44:08.452086,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,627,607790205752662_122172403136826189,1,,,v1.3-operator
2026-02-21T15:44:02.261327,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,798,941966405661933_122120162505161154,1,,,v1.3-operator
2026-02-21T01:30:43.309863,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,411,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 20-Feb-26 17:30:43 PST.",v1.3-operator
2026-02-21T01:30:21.120509,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1294,607790205752662_122172351254826189,1,,,v1.3-operator
2026-02-21T01:30:13.386880,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1286,941966405661933_122120034045161154,1,,,v1.3-operator
2026-02-20T13:30:33.413577,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,287,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 20-Feb-26 05:30:33 PST.",v1.3-operator
2026-02-20T13:30:19.907154,TradeCodeTech,607790205752662,discipline,structure removing emotional override,1198,607790205752662_122172304796826189,1,,,v1.3-operator
2026-02-20T13:30:12.990375,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1217,941966405661933_122119965723161154,1,,,v1.3-operator
2026-02-20T01:30:37.820213,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,559,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 19-Feb-26 17:30:38 PST.",v1.3-operator
2026-02-20T01:30:20.257050,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1091,607790205752662_122172259316826189,1,,,v1.3-operator
2026-02-20T01:30:13.901397,Keen Visions Trading,941966405661933,discipline,restraint in calm environments,1318,941966405661933_122119852947161154,1,,,v1.3-operator
2026-02-19T13:30:33.773102,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,357,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 19-Feb-26 05:30:33 PST.",v1.3-operator
2026-02-19T13:30:19.371306,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,421,607790205752662_122172211124826189,1,,,v1.3-operator
2026-02-19T13:30:14.236255,Keen Visions Trading,941966405661933,discipline,risk hiding inside stability,1217,941966405661933_122119779699161154,1,,,v1.3-operator
2026-02-19T01:30:38.747415,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,565,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 18-Feb-26 17:30:38 PST.",v1.3-operator
2026-02-19T01:30:19.894102,TradeCodeTech,607790205752662,trading,automation enforcing discipline,970,607790205752662_122172171740826189,1,,,v1.3-operator
2026-02-19T01:30:12.895899,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,1370,941966405661933_122119701435161154,1,,,v1.3-operator
2026-02-18T13:32:03.836615,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,478,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 18-Feb-26 05:32:04 PST.",v1.3-operator
2026-02-18T13:31:44.659028,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1119,607790205752662_122172119786826189,1,,,v1.3-operator
2026-02-18T13:31:34.912904,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1072,941966405661933_122119615341161154,1,,,v1.3-operator
2026-02-18T01:30:35.740822,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,283,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 17-Feb-26 17:30:35 PST.",v1.3-operator
2026-02-18T01:30:19.669669,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,484,607790205752662_122172074108826189,1,,,v1.3-operator
2026-02-18T01:30:14.689578,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,1216,941966405661933_122119544817161154,1,,,v1.3-operator
2026-02-16T21:08:32.819520,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,495,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 16-Feb-26 13:08:33 PST.",v1.3-operator
2026-02-16T21:08:12.832278,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1272,607790205752662_122171949980826189,1,,,v1.3-operator
2026-02-16T21:08:02.597973,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,1055,941966405661933_122119338861161154,1,,,v1.3-operator
2026-02-16T01:30:35.199654,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,477,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 15-Feb-26 17:30:35 PST.",v1.3-operator
2026-02-16T01:30:19.427274,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1210,607790205752662_122171873702826189,1,,,v1.3-operator
2026-02-16T01:30:12.249346,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,534,941966405661933_122119193451161154,1,,,v1.3-operator
2026-02-15T13:30:40.747980,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,543,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 15-Feb-26 05:30:40 PST.",v1.3-operator
2026-02-15T13:30:25.160215,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1462,607790205752662_122171826224826189,1,,,v1.3-operator
2026-02-15T13:30:13.785893,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,1268,941966405661933_122119100883161154,1,,,v1.3-operator
2026-02-15T01:30:33.226905,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,500,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 14-Feb-26 17:30:33 PST.",v1.3-operator
2026-02-15T01:30:18.433012,TradeCodeTech,607790205752662,trading,rules replacing instinct under pressure,563,607790205752662_122171779874826189,1,,,v1.3-operator
2026-02-15T01:30:11.149034,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,518,941966405661933_122119006743161154,1,,,v1.3-operator
2026-02-14T18:51:54.054671,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,450,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 14-Feb-26 10:51:54 PST.",v1.3-operator
2026-02-14T18:51:39.003027,TradeCodeTech,607790205752662,trading,rules replacing instinct under pressure,959,607790205752662_122171755634826189,1,,,v1.3-operator
2026-02-14T18:51:32.027925,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,1348,941966405661933_122118976431161154,1,,,v1.3-operator
2026-02-14T01:30:38.446972,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,465,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 13-Feb-26 17:30:38 PST.",v1.3-operator
2026-02-14T01:30:20.842894,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,404,607790205752662_122171673140826189,1,,,v1.3-operator
2026-02-14T01:30:14.319709,Keen Visions Trading,941966405661933,trading,waiting while others chase movement,853,941966405661933_122118841311161154,1,,,v1.3-operator
2026-02-13T01:30:34.388014,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,395,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 12-Feb-26 17:30:34 PST.",v1.3-operator
2026-02-13T01:30:20.088321,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1027,607790205752662_122171570174826189,1,,,v1.3-operator
2026-02-13T01:30:12.886899,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,851,941966405661933_122118660045161154,1,,,v1.3-operator
2026-02-12T13:30:37.256610,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,263,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 12-Feb-26 05:30:37 PST.",v1.3-operator
2026-02-12T13:30:19.943873,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,1214,607790205752662_122171519330826189,1,,,v1.3-operator
2026-02-12T13:30:11.259452,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,572,941966405661933_122118577917161154,1,,,v1.3-operator
2026-02-12T01:30:43.602743,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,487,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 11-Feb-26 17:30:42 PST.",v1.3-operator
2026-02-12T01:30:29.516640,TradeCodeTech,607790205752662,discipline,structure removing emotional override,396,607790205752662_122171475008826189,1,,,v1.3-operator
2026-02-12T01:30:22.087727,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1013,941966405661933_122118494397161154,1,,,v1.3-operator
2026-02-11T13:51:09.662727,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,373,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 11-Feb-26 05:51:09 PST.",v1.3-operator
2026-02-11T13:50:53.074789,TradeCodeTech,607790205752662,trading,systems built after repeated mistakes,1117,607790205752662_122171431118826189,1,,,v1.3-operator
2026-02-11T13:50:44.501849,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,1302,941966405661933_122118412353161154,1,,,v1.3-operator
2026-02-11T01:30:36.545477,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,431,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 10-Feb-26 17:30:36 PST.",v1.3-operator
2026-02-11T01:30:22.067725,TradeCodeTech,607790205752662,discipline,structure removing emotional override,1116,607790205752662_122171369960826189,1,,,v1.3-operator
2026-02-11T01:30:14.984688,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1590,941966405661933_122118321543161154,1,,,v1.3-operator
2026-02-10T13:30:39.077750,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,362,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 10-Feb-26 05:30:38 PST.",v1.3-operator
2026-02-10T13:30:23.182961,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,976,607790205752662_122171313572826189,1,,,v1.3-operator
2026-02-10T13:30:16.221192,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,1362,941966405661933_122118250953161154,1,,,v1.3-operator
2026-02-10T01:30:47.910856,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,492,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 09-Feb-26 17:30:47 PST.",v1.3-operator
2026-02-10T01:30:25.818606,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,1087,607790205752662_122171245562826189,1,,,v1.3-operator
2026-02-10T01:30:17.317581,Keen Visions Trading,941966405661933,discipline,restraint in calm environments,1386,941966405661933_122118166905161154,1,,,v1.3-operator
2026-02-09T13:30:37.639514,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,440,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 09-Feb-26 05:30:37 PST.",v1.3-operator
2026-02-09T13:30:20.343705,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,1388,607790205752662_122171187860826189,1,,,v1.3-operator
2026-02-09T13:30:12.861123,Keen Visions Trading,941966405661933,trading,waiting while others chase movement,762,941966405661933_122118091815161154,1,,,v1.3-operator
2026-02-09T01:30:32.244646,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,444,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 08-Feb-26 17:30:32 PST.",v1.3-operator
2026-02-09T01:30:18.573445,TradeCodeTech,607790205752662,trading,rules replacing instinct under pressure,1141,607790205752662_122171134676826189,1,,,v1.3-operator
2026-02-09T01:30:12.568254,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,1368,941966405661933_122118009939161154,1,,,v1.3-operator
2026-02-08T13:30:30.270222,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,431,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 08-Feb-26 05:30:30 PST.",v1.3-operator
2026-02-08T13:30:16.534812,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,1053,607790205752662_122171089370826189,1,,,v1.3-operator
2026-02-08T13:30:11.848931,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,956,941966405661933_122117933115161154,1,,,v1.3-operator
2026-02-08T01:30:32.596171,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,544,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 07-Feb-26 17:30:32 PST.",v1.3-operator
2026-02-08T01:30:18.262336,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,1205,607790205752662_122171044994826189,1,,,v1.3-operator
2026-02-08T01:30:12.489116,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1189,941966405661933_122117845011161154,1,,,v1.3-operator
